id,lat,lon,category,geometry,address,geom,address_list,region,city,clusters
5693,27.9942018,-15.41666551,A,POINT (-15.41666551 27.9942018),"Calle Gago Coutinho, La Rocha, San José de las Longueras, Telde, Las Palmas, Canarias, 35200, España","('27.9942018', '-15.41666551')","['Calle Gago Coutinho', 'La Rocha', 'San José de las Longueras', 'Telde', 'Las Palmas', 'Canarias', '35200', 'España']",Canarias,Las Palmas,1
5694,41.19786799,1.63406068,A,POINT (1.63406068 41.19786799),"La Diligència, Carrer Major, Nucli Antic de Cunit, Cunit, Baix Penedès, Tarragona, Catalunya, 43881, España","('41.19786799', '1.63406068')","['La Diligència', 'Carrer Major', 'Nucli Antic de Cunit', 'Cunit', 'Baix Penedès', 'Tarragona', 'Catalunya', '43881', 'España']",Catalunya,Tarragona,3
5695,40.5470547,-3.62671879,A,POINT (-3.62671879 40.5470547),"Parroquia de San Sebastián Mártir, Plaza de la Constitución, San Sebastián de los Reyes, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28703, España","('40.5470547', '-3.62671879')","['Parroquia de San Sebastián Mártir', 'Plaza de la Constitución', 'San Sebastián de los Reyes', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28703', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5696,39.56889081,3.20952136,A,POINT (3.20952136 39.56889081),"5, Carrer d'en Bosch, es Barracar, Manacor, Llevant, Illes Balears, 07500, España","('39.56889081', '3.20952136')","['5', ""Carrer d'en Bosch"", 'es Barracar', 'Manacor', 'Llevant', 'Illes Balears', '07500', 'España']",Illes Balears,Llevant,8
5697,36.70212746,-6.1287534,A,POINT (-6.1287534 36.70212746),"Colegio de Educación Infantil y Primaria Antonio Machado, Avenida de San Joaquín, El Paquete, Jerez de la Frontera, Campiña de Jerez, Cádiz, Andalucía, 11407, España","('36.70212746', '-6.1287534')","['Colegio de Educación Infantil y Primaria Antonio Machado', 'Avenida de San Joaquín', 'El Paquete', 'Jerez de la Frontera', 'Campiña de Jerez', 'Cádiz', 'Andalucía', '11407', 'España']",Andalucía,Cádiz,12
5698,40.43593987,-3.81581639,A,POINT (-3.81581639 40.43593987),"Iglesia de Nuestra Señora de la Consolación, Calle del Viento, Pozuelo Estación, Pozuelo de Alarcón, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28223, España","('40.43593987', '-3.81581639')","['Iglesia de Nuestra Señora de la Consolación', 'Calle del Viento', 'Pozuelo Estación', 'Pozuelo de Alarcón', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28223', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,11
5699,37.49077779,-2.77485648,A,POINT (-2.77485648 37.49077779),"Calle Audiencia, Baza, Comarca de Baza, Granada, Andalucía, 18800, España","('37.49077779', '-2.77485648')","['Calle Audiencia', 'Baza', 'Comarca de Baza', 'Granada', 'Andalucía', '18800', 'España']",Andalucía,Granada,6
5700,42.5476828,-6.59729457,A,POINT (-6.59729457 42.5476828),"41, Avenida de la Puebla, Flores del Sil, Ponferrada, El Bierzo, León, Castilla y León, 24402, España","('42.5476828', '-6.59729457')","['41', 'Avenida de la Puebla', 'Flores del Sil', 'Ponferrada', 'El Bierzo', 'León', 'Castilla y León', '24402', 'España']",Castilla y León,León,5
5701,43.21338372,-8.689273431,A,POINT (-8.689273431 43.21338372),"Casa do Concello, Rúa Cervantes, A Lagoa, Carballo, Bergantiños, Galicia, 15100, España","('43.21338372', '-8.689273431')","['Casa do Concello', 'Rúa Cervantes', 'A Lagoa', 'Carballo', 'Bergantiños', 'Galicia', '15100', 'España']",Galicia,Bergantiños,5
5702,41.54695899,2.10778994,A,POINT (2.10778994 41.54695899),"Sushi21, 28, Carrer de la Rosa, Centre, Sabadell, Vallès Occidental, Barcelona, Catalunya, 08201, España","('41.54695899', '2.10778994')","['Sushi21', '28', 'Carrer de la Rosa', 'Centre', 'Sabadell', 'Vallès Occidental', 'Barcelona', 'Catalunya', '08201', 'España']",Catalunya,Barcelona,10
5703,36.71005782,-4.63171653,A,POINT (-4.63171653 36.71005782),"Parroquia Pedro Apóstol, Calle Compás, Cártama, Valle del Guadalhorce, Málaga, Andalucía, 29580, España","('36.71005782', '-4.63171653')","['Parroquia Pedro Apóstol', 'Calle Compás', 'Cártama', 'Valle del Guadalhorce', 'Málaga', 'Andalucía', '29580', 'España']",Andalucía,Málaga,12
5704,36.72034267,-4.41997511,A,POINT (-4.41997511 36.72034267),"Torre Norte, Calle Molina Lario, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España","('36.72034267', '-4.41997511')","['Torre Norte', 'Calle Molina Lario', 'Centro Histórico', 'Centro', 'Málaga', 'Málaga-Costa del Sol', 'Málaga', 'Andalucía', '29008', 'España']",Andalucía,Málaga,7
5705,28.48748934,-16.31466014,A,POINT (-16.31466014 28.48748934),"Conjunto Histórico de la Ciudad de San Cristóbal de La Laguna, Plaza del Doctor Olivera, San Honorato, San Cristóbal de La Laguna, Santa Cruz de Tenerife, Canarias, 38203, España","('28.48748934', '-16.31466014')","['Conjunto Histórico de la Ciudad de San Cristóbal de La Laguna', 'Plaza del Doctor Olivera', 'San Honorato', 'San Cristóbal de La Laguna', 'Santa Cruz de Tenerife', 'Canarias', '38203', 'España']",Canarias,Santa Cruz de Tenerife,1
5706,40.12412418,-3.84923771,A,POINT (-3.84923771 40.12412418),"Plaza Hermanos Fernández Criado, Illescas, La Sagra, Toledo, Castilla-La Mancha, 45200, España","('40.12412418', '-3.84923771')","['Plaza Hermanos Fernández Criado', 'Illescas', 'La Sagra', 'Toledo', 'Castilla-La Mancha', '45200', 'España']",Castilla-La Mancha,Toledo,11
5707,36.77576137,-2.81490838,A,POINT (-2.81490838 36.77576137),"Colegio Privado ""Divina Infantita"", Calle Divina Infantita, El Ejido, Almería, Andalucía, 04700, España","('36.77576137', '-2.81490838')","['Colegio Privado ""Divina Infantita""', 'Calle Divina Infantita', 'El Ejido', 'Almería', 'Andalucía', '04700', 'España']",Andalucía,Almería,7
5708,40.30073423,-3.43911167,A,POINT (-3.43911167 40.30073423),"Parroquia de San Juan Bautista, Calle Juan de la Cierva, Arganda del Rey, Cuenca del Henares, Comunidad de Madrid, 28500, España","('40.30073423', '-3.43911167')","['Parroquia de San Juan Bautista', 'Calle Juan de la Cierva', 'Arganda del Rey', 'Cuenca del Henares', 'Comunidad de Madrid', '28500', 'España']",Comunidad de Madrid,Cuenca del Henares,9
5709,38.98651781,-3.93131981,A,POINT (-3.93131981 38.98651781),"Catedral de Santa María del Prado, Calle del Camarín, Pio XII, Ciudad Real, Campo de Calatrava, Ciudad Real, Castilla-La Mancha, 13003, España","('38.98651781', '-3.93131981')","['Catedral de Santa María del Prado', 'Calle del Camarín', 'Pio XII', 'Ciudad Real', 'Campo de Calatrava', 'Ciudad Real', 'Castilla-La Mancha', '13003', 'España']",Castilla-La Mancha,Ciudad Real,11
5710,28.46285408,-16.24720629,A,POINT (-16.24720629 28.46285408),"Vía de Servicio Los Llanos, El Cabo, Salud-La Salle, Santa Cruz de Tenerife, Canarias, 38003, España","('28.46285408', '-16.24720629')","['Vía de Servicio Los Llanos', 'El Cabo', 'Salud-La Salle', 'Santa Cruz de Tenerife', 'Canarias', '38003', 'España']",Canarias,Santa Cruz de Tenerife,1
5711,42.46644945,-2.44565538,A,POINT (-2.44565538 42.46644945),"La Tortillia, 33, Calle Portales, Casco Antiguo, El Cubo, Logroño, La Rioja, 26003, España","('42.46644945', '-2.44565538')","['La Tortillia', '33', 'Calle Portales', 'Casco Antiguo', 'El Cubo', 'Logroño', 'La Rioja', '26003', 'España']",La Rioja,Logroño,0
5712,42.42647078,-2.41987358,A,POINT (-2.41987358 42.42647078),"Plaza Iglesia, Villamediana de Iregua, La Rioja, 26142, España","('42.42647078', '-2.41987358')","['Plaza Iglesia', 'Villamediana de Iregua', 'La Rioja', '26142', 'España']",La Rioja,Villamediana de Iregua,0
5713,40.40841191,-3.68760088,A,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,4
5714,40.40841191,-3.68760088,A,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5715,35.29072222,-2.94721111,A,POINT (-2.94721111 35.29072222),"Calle del Doctor Juan Rios García, Barrio Príncipe de Asturias, Melilla, 52001, España","('35.29072222', '-2.94721111')","['Calle del Doctor Juan Rios García', 'Barrio Príncipe de Asturias', 'Melilla', '52001', 'España']",Melilla,Barrio Príncipe de Asturias,7
5716,28.95079969,-13.76346053,A,POINT (-13.76346053 28.95079969),"Calle Tamara, Yaiza, Las Palmas, Canarias, 35570, España","('28.95079969', '-13.76346053')","['Calle Tamara', 'Yaiza', 'Las Palmas', 'Canarias', '35570', 'España']",Canarias,Las Palmas,1
5717,42.82511849,-1.55206982,A,POINT (-1.55206982 42.82511849),"Calle San Martín, Egüés, Valle de Egüés/Eguesibar, Metropolialdea / Área Metropolitana, Navarra - Nafarroa, 31620, España","('42.82511849', '-1.55206982')","['Calle San Martín', 'Egüés', 'Valle de Egüés/Eguesibar', 'Metropolialdea / Área Metropolitana', 'Navarra - Nafarroa', '31620', 'España']",Navarra - Nafarroa,Metropolialdea / Área Metropolitana,0
5718,40.40841191,-3.68760088,A,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5719,40.64302937,-3.99272535,A,POINT (-3.99272535 40.64302937),"Nuestra Señora del Enebral, 44, Calle de la Libertad, Casco Antiguo, Collado Villalba, Cuenca del Guadarrama, Comunidad de Madrid, 28400, España","('40.64302937', '-3.99272535')","['Nuestra Señora del Enebral', '44', 'Calle de la Libertad', 'Casco Antiguo', 'Collado Villalba', 'Cuenca del Guadarrama', 'Comunidad de Madrid', '28400', 'España']",Comunidad de Madrid,Cuenca del Guadarrama,11
5720,40.57837609,-4.003986,A,POINT (-4.003986 40.57837609),"Asunción de Nuestra Señora, 1, Plaza de la Iglesia, Urbanizaciónn San Gregorio, Canteros, Galapagar, Cuenca del Guadarrama, Comunidad de Madrid, 28260, España","('40.57837609', '-4.003986')","['Asunción de Nuestra Señora', '1', 'Plaza de la Iglesia', 'Urbanizaciónn San Gregorio', 'Canteros', 'Galapagar', 'Cuenca del Guadarrama', 'Comunidad de Madrid', '28260', 'España']",Comunidad de Madrid,Cuenca del Guadarrama,11
5721,43.31717158,-1.98191785,A,POINT (-1.98191785 43.31717158),"Erviti, Artzain Onaren Plaza, Gune Erromantikoa, Parte Zaharra - Parte Vieja, Erdialdea, Donostia - San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20005, España","('43.31717158', '-1.98191785')","['Erviti', 'Artzain Onaren Plaza', 'Gune Erromantikoa', 'Parte Zaharra - Parte Vieja', 'Erdialdea', 'Donostia - San Sebastián', 'Donostialdea', 'Gipuzkoa', 'Euskadi', '20005', 'España']",Euskadi,Gipuzkoa,0
5722,42.77697592,-7.416287433,A,POINT (-7.416287433 42.77697592),"Policia Municipal, Praza da Constitución, Sarria, Lugo, Galicia, 27600, España","('42.77697592', '-7.416287433')","['Policia Municipal', 'Praza da Constitución', 'Sarria', 'Lugo', 'Galicia', '27600', 'España']",Galicia,Lugo,5
5723,36.50963847,-4.88406637,A,POINT (-4.88406637 36.50963847),"Parroquia Nuestra Señora de La Encarnación, Plaza de la Iglesia, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29601, España","('36.50963847', '-4.88406637')","['Parroquia Nuestra Señora de La Encarnación', 'Plaza de la Iglesia', 'Casco antiguo', 'Marbella', 'Costa del Sol Occidental', 'Málaga', 'Andalucía', '29601', 'España']",Andalucía,Málaga,12
5724,40.40841191,-3.68760088,A,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5725,37.22271103,-3.6887337,A,POINT (-3.6887337 37.22271103),"Calle San José, Casco Antiguo Sur, Atarfe, Comarca de la Vega de Granada, Granada, Andalucía, 18230, España","('37.22271103', '-3.6887337')","['Calle San José', 'Casco Antiguo Sur', 'Atarfe', 'Comarca de la Vega de Granada', 'Granada', 'Andalucía', '18230', 'España']",Andalucía,Granada,7
5726,41.27877343,1.97680641,A,POINT (1.97680641 41.27877343),"Carrer de la Llibertat, Centre, Castelldefels, Baix Llobregat, Barcelona, Catalunya, 08860, España","('41.27877343', '1.97680641')","['Carrer de la Llibertat', 'Centre', 'Castelldefels', 'Baix Llobregat', 'Barcelona', 'Catalunya', '08860', 'España']",Catalunya,Barcelona,8
5727,40.54104188,-3.63240185,A,POINT (-3.63240185 40.54104188),"San Pedro Apóstol, Plaza de Felipe Álvarez de Gadea, Alcobendas, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 20108, España","('40.54104188', '-3.63240185')","['San Pedro Apóstol', 'Plaza de Felipe Álvarez de Gadea', 'Alcobendas', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '20108', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5728,42.83395631,-1.64497536,A,POINT (-1.64497536 42.83395631),"calle Berriobide, polígono Antsoain industrialdea, Ansoáin/Antsoain, Metropolialdea / Área Metropolitana, Navarra - Nafarroa, 31014, España","('42.83395631', '-1.64497536')","['calle Berriobide', 'polígono Antsoain industrialdea', 'Ansoáin/Antsoain', 'Metropolialdea / Área Metropolitana', 'Navarra - Nafarroa', '31014', 'España']",Navarra - Nafarroa,Metropolialdea / Área Metropolitana,0
5729,42.85259037,-1.69315704,A,POINT (-1.69315704 42.85259037),"Calle Mayor-Kale Nagusia, Berrioplano/Berriobeiti, Iruñerria / Comarca de Pamplona, Navarra - Nafarroa, 31195, España","('42.85259037', '-1.69315704')","['Calle Mayor-Kale Nagusia', 'Berrioplano/Berriobeiti', 'Iruñerria / Comarca de Pamplona', 'Navarra - Nafarroa', '31195', 'España']",Navarra - Nafarroa,Iruñerria / Comarca de Pamplona,0
5730,42.84403213,-1.66943787,A,POINT (-1.66943787 42.84403213),"Berriozar , casco antiguo, Etxebakar, Berriozar, Iruñerria / Comarca de Pamplona, Navarra - Nafarroa, 31013, España","('42.84403213', '-1.66943787')","['Berriozar ', 'casco antiguo', 'Etxebakar', 'Berriozar', 'Iruñerria / Comarca de Pamplona', 'Navarra - Nafarroa', '31013', 'España']",Navarra - Nafarroa,Iruñerria / Comarca de Pamplona,0
5731,40.48033232,-3.36925102,A,POINT (-3.36925102 40.48033232),"Catedral-Magistral Santos Niños Justo y Pastor, Plaza de los Santos Niños, Venecia, Distrito I, Alcalá de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28801, España","('40.48033232', '-3.36925102')","['Catedral-Magistral Santos Niños Justo y Pastor', 'Plaza de los Santos Niños', 'Venecia', 'Distrito I', 'Alcalá de Henares', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28801', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5732,39.47534441,-0.37565717,A,POINT (-0.37565717 39.47534441),"Catedral de Valencia, Carrer del Micalet, la Seu, Ciutat Vella, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46003, España","('39.47534441', '-0.37565717')","['Catedral de Valencia', 'Carrer del Micalet', 'la Seu', 'Ciutat Vella', 'València', 'Comarca de València', 'València / Valencia', 'Comunitat Valenciana', '46003', 'España']",Comunitat Valenciana,València / Valencia,13
5733,28.48128065,-16.41614433,A,POINT (-16.41614433 28.48128065),"Instituto de Enseñanza Secundaria Oscar Domínguez, Calle César Galán Hernández, Santa Catalina, Tacoronte, Santa Cruz de Tenerife, Canarias, 38350, España","('28.48128065', '-16.41614433')","['Instituto de Enseñanza Secundaria Oscar Domínguez', 'Calle César Galán Hernández', 'Santa Catalina', 'Tacoronte', 'Santa Cruz de Tenerife', 'Canarias', '38350', 'España']",Canarias,Santa Cruz de Tenerife,1
5734,39.57114699,2.65181698,A,POINT (2.65181698 39.57114699),"Lizarrán, Plaça Major, el Call, Canamunt, Palma, Illes Balears, 07002, España","('39.57114699', '2.65181698')","['Lizarrán', 'Plaça Major', 'el Call', 'Canamunt', 'Palma', 'Illes Balears', '07002', 'España']",Illes Balears,Palma,8
5735,40.20771152,-3.57004947,A,POINT (-3.57004947 40.20771152),"Iglesia de la Natividad de Nuestra Señora, Calle Rosario, Casco antiguo, San Martín de la Vega, Las Vegas, Comunidad de Madrid, 28330, España","('40.20771152', '-3.57004947')","['Iglesia de la Natividad de Nuestra Señora', 'Calle Rosario', 'Casco antiguo', 'San Martín de la Vega', 'Las Vegas', 'Comunidad de Madrid', '28330', 'España']",Comunidad de Madrid,Las Vegas,9
5736,38.87874339,-6.97099704,A,POINT (-6.97099704 38.87874339),"Calle Meléndez Valdés, Casco Antiguo, Badajoz, Tierra de Badajoz, Badajoz, Extremadura, 06002, España","('38.87874339', '-6.97099704')","['Calle Meléndez Valdés', 'Casco Antiguo', 'Badajoz', 'Tierra de Badajoz', 'Badajoz', 'Extremadura', '06002', 'España']",Extremadura,Badajoz,2
5737,43.36232165,-5.84372206,A,POINT (-5.84372206 43.36232165),"Torre gótica de la catedral, Plaza de Alfonso II El Casto (Plaza de la Catedral), Casco Antiguo, Centro y casco histórico, Oviedo, Asturias / Asturies, 33080, España","('43.36232165', '-5.84372206')","['Torre gótica de la catedral', 'Plaza de Alfonso II El Casto (Plaza de la Catedral)', 'Casco Antiguo', 'Centro y casco histórico', 'Oviedo', 'Asturias / Asturies', '33080', 'España']",Asturias / Asturies,Oviedo,0
5738,41.5408469,2.44658062,A,POINT (2.44658062 41.5408469),"Església de Santa Maria, Plaça Santa Maria, Centre, Mataró, Maresme, Barcelona, Catalunya, 08301, España","('41.5408469', '2.44658062')","['Església de Santa Maria', 'Plaça Santa Maria', 'Centre', 'Mataró', 'Maresme', 'Barcelona', 'Catalunya', '08301', 'España']",Catalunya,Barcelona,10
5739,42.85058789,-2.67275685,A,POINT (-2.67275685 42.85058789),"Catedral de Santa María / Santa Maria katedrala, Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez, Alde Zaharra/Casco Viejo, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01001, España","('42.85058789', '-2.67275685')","['Catedral de Santa María / Santa Maria katedrala', 'Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez', 'Alde Zaharra/Casco Viejo', 'Vitoria-Gasteiz', 'Gasteizko kuadrilla/Cuadrilla de Vitoria', 'Araba/Álava', 'Euskadi', '01001', 'España']",Euskadi,Araba/Álava,0
5740,40.48033232,-3.36925102,A,POINT (-3.36925102 40.48033232),"Catedral-Magistral Santos Niños Justo y Pastor, Plaza de los Santos Niños, Venecia, Distrito I, Alcalá de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28801, España","('40.48033232', '-3.36925102')","['Catedral-Magistral Santos Niños Justo y Pastor', 'Plaza de los Santos Niños', 'Venecia', 'Distrito I', 'Alcalá de Henares', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28801', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
5741,39.47534441,-0.37565717,A,POINT (-0.37565717 39.47534441),"Catedral de Valencia, Carrer del Micalet, la Seu, Ciutat Vella, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46003, España","('39.47534441', '-0.37565717')","['Catedral de Valencia', 'Carrer del Micalet', 'la Seu', 'Ciutat Vella', 'València', 'Comarca de València', 'València / Valencia', 'Comunitat Valenciana', '46003', 'España']",Comunitat Valenciana,València / Valencia,13
5742,40.32801264,-3.51609802,A,POINT (-3.51609802 40.32801264),"Calle del Ruiseñor, Casco antiguo, Rivas Este, Rivas-Vaciamadrid, Cuenca del Henares, Comunidad de Madrid, 28521, España","('40.32801264', '-3.51609802')","['Calle del Ruiseñor', 'Casco antiguo', 'Rivas Este', 'Rivas-Vaciamadrid', 'Cuenca del Henares', 'Comunidad de Madrid', '28521', 'España']",Comunidad de Madrid,Cuenca del Henares,9
5743,42.85058789,-2.67275685,A,POINT (-2.67275685 42.85058789),"Catedral de Santa María / Santa Maria katedrala, Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez, Alde Zaharra/Casco Viejo, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01001, España","('42.85058789', '-2.67275685')","['Catedral de Santa María / Santa Maria katedrala', 'Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez', 'Alde Zaharra/Casco Viejo', 'Vitoria-Gasteiz', 'Gasteizko kuadrilla/Cuadrilla de Vitoria', 'Araba/Álava', 'Euskadi', '01001', 'España']",Euskadi,Araba/Álava,0
5744,36.76467854,-2.6150576,A,POINT (-2.6150576 36.76467854),"Ayuntamiento de Roquetas de Mar, 1, Plaza de la Constitución, Roquetas de Mar, Los Depósitos, Roquetas de Mar, Almería, Andalucía, 04740, España","('36.76467854', '-2.6150576')","['Ayuntamiento de Roquetas de Mar', '1', 'Plaza de la Constitución', 'Roquetas de Mar', 'Los Depósitos', 'Roquetas de Mar', 'Almería', 'Andalucía', '04740', 'España']",Andalucía,Almería,6
5745,41.47345403,2.08526472,A,POINT (2.08526472 41.47345403),"Església de Sant Pere d'Octavià, Plaça de l'Om, Sant Cugat del Vallès, Vallès Occidental, Barcelona, Catalunya, 08172, España","('41.47345403', '2.08526472')","[""Església de Sant Pere d'Octavià"", ""Plaça de l'Om"", 'Sant Cugat del Vallès', 'Vallès Occidental', 'Barcelona', 'Catalunya', '08172', 'España']",Catalunya,Barcelona,10
5746,41.65645655,-0.87928652,A,POINT (-0.87928652 41.65645655),"8, Plaza de Nuestra Señora del Pilar, Casco Antiguo, Zaragoza, Aragón, 50003, España","('41.65645655', '-0.87928652')","['8', 'Plaza de Nuestra Señora del Pilar', 'Casco Antiguo', 'Zaragoza', 'Aragón', '50003', 'España']",Aragón,Zaragoza,3
5747,41.65645655,-0.87928652,A,POINT (-0.87928652 41.65645655),"8, Plaza de Nuestra Señora del Pilar, Casco Antiguo, Zaragoza, Aragón, 50003, España","('41.65645655', '-0.87928652')","['8', 'Plaza de Nuestra Señora del Pilar', 'Casco Antiguo', 'Zaragoza', 'Aragón', '50003', 'España']",Aragón,Zaragoza,3
5748,41.65645655,-0.87928652,A,POINT (-0.87928652 41.65645655),"8, Plaza de Nuestra Señora del Pilar, Casco Antiguo, Zaragoza, Aragón, 50003, España","('41.65645655', '-0.87928652')","['8', 'Plaza de Nuestra Señora del Pilar', 'Casco Antiguo', 'Zaragoza', 'Aragón', '50003', 'España']",Aragón,Zaragoza,3
5749,41.47345403,2.08526472,A,POINT (2.08526472 41.47345403),"Església de Sant Pere d'Octavià, Plaça de l'Om, Sant Cugat del Vallès, Vallès Occidental, Barcelona, Catalunya, 08172, España","('41.47345403', '2.08526472')","[""Església de Sant Pere d'Octavià"", ""Plaça de l'Om"", 'Sant Cugat del Vallès', 'Vallès Occidental', 'Barcelona', 'Catalunya', '08172', 'España']",Catalunya,Barcelona,10
5750,40.34412951,-1.10927177,A,POINT (-1.10927177 40.34412951),"Torre de San Martín, Plaza Pérez Prado, Teruel, Comunidad de Teruel, Teruel, Aragón, 44001, España","('40.34412951', '-1.10927177')","['Torre de San Martín', 'Plaza Pérez Prado', 'Teruel', 'Comunidad de Teruel', 'Teruel', 'Aragón', '44001', 'España']",Aragón,Teruel,13
5751,38.08574117,-0.94664572,A,POINT (-0.94664572 38.08574117),"Plaza del Salvador, Orihuela, Rabaloche, Orihuela, el Baix Segura / La Vega Baja del Segura, Alacant / Alicante, Comunitat Valenciana, España","('38.08574117', '-0.94664572')","['Plaza del Salvador', 'Orihuela', 'Rabaloche', 'Orihuela', 'el Baix Segura / La Vega Baja del Segura', 'Alacant / Alicante', 'Comunitat Valenciana', 'España']",Alacant / Alicante,el Baix Segura / La Vega Baja del Segura,6
5752,40.28221895,-3.79085287,A,POINT (-3.79085287 40.28221895),"Parroquia de San Esteban Protomártir, Calle de la Constitución, El Pinar, Centro - El Arroyo - La Fuente, Fuenlabrada, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28944, España","('40.28221895', '-3.79085287')","['Parroquia de San Esteban Protomártir', 'Calle de la Constitución', 'El Pinar', 'Centro - El Arroyo - La Fuente', 'Fuenlabrada', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28944', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,4
5753,42.41644671,-6.984649378,A,POINT (-6.984649378 42.41644671),"Casa do Concello Vello, Avenida Marcelino Suárez, O Barco, O Barco de Valdeorras, Valdeorras, Ourense, Galicia, 32300, España","('42.41644671', '-6.984649378')","['Casa do Concello Vello', 'Avenida Marcelino Suárez', 'O Barco', 'O Barco de Valdeorras', 'Valdeorras', 'Ourense', 'Galicia', '32300', 'España']",Galicia,Ourense,5
5754,37.14031436,-3.62690297,A,POINT (-3.62690297 37.14031436),"Calle Cervantes, Santa Juliana, Armilla, Comarca de la Vega de Granada, Granada, Andalucía, 18100, España","('37.14031436', '-3.62690297')","['Calle Cervantes', 'Santa Juliana', 'Armilla', 'Comarca de la Vega de Granada', 'Granada', 'Andalucía', '18100', 'España']",Andalucía,Granada,7
5755,40.40841191,-3.68760088,A,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares,9
