id,lat,lon,category,geometry,address,geom,address_list,region,city
1,41.81426606,3.06798443,B,POINT (3.06798443 41.81426606),"Bronze boy, Passeig Marítim, Castell-Platja d'Aro, Baix Empordà, Girona, Catalunya, 17248, España","('41.81426606', '3.06798443')","['Bronze boy', 'Passeig Marítim', ""Castell-Platja d'Aro"", 'Baix Empordà', 'Girona', 'Catalunya', '17248', 'España']",Catalunya,Girona
2,41.62967682,0.89391515,B,POINT (0.89391515 41.62967682),"Plaça de l'Ajuntament, Mollerussa, Pla d'Urgell, Lleida, Catalunya, 25230, España","('41.62967682', '0.89391515')","[""Plaça de l'Ajuntament"", 'Mollerussa', ""Pla d'Urgell"", 'Lleida', 'Catalunya', '25230', 'España']",Catalunya,Lleida
3,42.0078373,-4.53460106,B,POINT (-4.53460106 42.0078373),"Iglesia de San Miguel, Calle Doctrinos, San Pablo y Santa Marina, Centro, Palencia, Castilla y León, 34001, España","('42.0078373', '-4.53460106')","['Iglesia de San Miguel', 'Calle Doctrinos', 'San Pablo y Santa Marina', 'Centro', 'Palencia', 'Castilla y León', '34001', 'España']",Castilla y León,Palencia
4,41.38424664,2.17634927,B,POINT (2.17634927 41.38424664),"Catedral de la Santa Creu i Santa Eulàlia, Carrer dels Comtes, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","('41.38424664', '2.17634927')","['Catedral de la Santa Creu i Santa Eulàlia', 'Carrer dels Comtes', 'el Gòtic', 'Ciutat Vella', 'Barcelona', 'Barcelonès', 'Barcelona', 'Catalunya', '08001', 'España']",Catalunya,Barcelona
5,40.40841191,-3.68760088,B,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
6,37.38620512,-5.99251368,B,POINT (-5.99251368 37.38620512),"La Giralda, Plaza Virgen de los Reyes, Santa Cruz, Casco Antiguo, Sevilla, Andalucía, 41004, España","('37.38620512', '-5.99251368')","['La Giralda', 'Plaza Virgen de los Reyes', 'Santa Cruz', 'Casco Antiguo', 'Sevilla', 'Andalucía', '41004', 'España']",Andalucía,Sevilla
7,40.47209962,-3.87411513,B,POINT (-3.87411513 40.47209962),"Parroquia de Santa Catalina Mártir, 4, Plaza de la Iglesia, Majadahonda, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28220, España","('40.47209962', '-3.87411513')","['Parroquia de Santa Catalina Mártir', '4', 'Plaza de la Iglesia', 'Majadahonda', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28220', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
8,40.50491857,-3.53147048,B,POINT (-3.53147048 40.50491857),"Parroquia San Vicente Mártir, Callejón de la Iglesia, Paracuellos de Jarama, Cuenca del Medio Jarama, Comunidad de Madrid, 28860, España","('40.50491857', '-3.53147048')","['Parroquia San Vicente Mártir', 'Callejón de la Iglesia', 'Paracuellos de Jarama', 'Cuenca del Medio Jarama', 'Comunidad de Madrid', '28860', 'España']",Comunidad de Madrid,Cuenca del Medio Jarama
9,36.83892362,-2.46413188,B,POINT (-2.46413188 36.83892362),"Oficina de Correos, Calle Padre Luque, El Santo, Oliveros, Almería, Andalucía, 04001, España","('36.83892362', '-2.46413188')","['Oficina de Correos', 'Calle Padre Luque', 'El Santo', 'Oliveros', 'Almería', 'Andalucía', '04001', 'España']",Andalucía,Almería
10,27.88249513,-15.72255059,B,POINT (-15.72255059 27.88249513),"Calle Campo Santo, Los Pasitos, Mogán, Las Palmas, Canarias, 35140, España","('27.88249513', '-15.72255059')","['Calle Campo Santo', 'Los Pasitos', 'Mogán', 'Las Palmas', 'Canarias', '35140', 'España']",Canarias,Las Palmas
11,28.49756179,-13.85922764,B,POINT (-13.85922764 28.49756179),"Avenida de los Reyes de Espana, Barriada del Rosario, El Charco, Puerto del Rosario, Las Palmas, Canarias, España","('28.49756179', '-13.85922764')","['Avenida de los Reyes de Espana', 'Barriada del Rosario', 'El Charco', 'Puerto del Rosario', 'Las Palmas', 'Canarias', 'España']",Las Palmas,Puerto del Rosario
12,37.40429728,-1.5811258,B,POINT (-1.5811258 37.40429728),"Iglesia de San José, Calle Juan Pablo I, Águilas, Alto Guadalentín, Región de Murcia, 30880, España","('37.40429728', '-1.5811258')","['Iglesia de San José', 'Calle Juan Pablo I', 'Águilas', 'Alto Guadalentín', 'Región de Murcia', '30880', 'España']",Región de Murcia,Alto Guadalentín
13,42.87999954,-8.546107172,B,POINT (-8.546107172 42.87999954),"Concello de Santiago de Compostela, Praza do Obradoiro, A Poza de Bar, Santiago de Compostela, Vite, Santiago de Compostela, Santiago, Galicia, 15705, España","('42.87999954', '-8.546107172')","['Concello de Santiago de Compostela', 'Praza do Obradoiro', 'A Poza de Bar', 'Santiago de Compostela', 'Vite', 'Santiago de Compostela', 'Santiago', 'Galicia', '15705', 'España']",Galicia,Santiago
14,38.41255111,-4.89754391,B,POINT (-4.89754391 38.41255111),"Iglesia de San Sebastián, Calle Iglesia, Añora, Córdoba, Andalucía, 14460, España","('38.41255111', '-4.89754391')","['Iglesia de San Sebastián', 'Calle Iglesia', 'Añora', 'Córdoba', 'Andalucía', '14460', 'España']",Andalucía,Córdoba
15,41.38424664,2.17634927,B,POINT (2.17634927 41.38424664),"Catedral de la Santa Creu i Santa Eulàlia, Carrer dels Comtes, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","('41.38424664', '2.17634927')","['Catedral de la Santa Creu i Santa Eulàlia', 'Carrer dels Comtes', 'el Gòtic', 'Ciutat Vella', 'Barcelona', 'Barcelonès', 'Barcelona', 'Catalunya', '08001', 'España']",Catalunya,Barcelona
16,37.59232558,-4.63785702,B,POINT (-4.63785702 37.59232558),"Castillo de Montilla, San Juan Bosco, Montilla, Córdoba, Andalucía, 14550, España","('37.59232558', '-4.63785702')","['Castillo de Montilla', 'San Juan Bosco', 'Montilla', 'Córdoba', 'Andalucía', '14550', 'España']",Andalucía,Córdoba
17,41.38424664,2.17634927,B,POINT (2.17634927 41.38424664),"Catedral de la Santa Creu i Santa Eulàlia, Carrer dels Comtes, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","('41.38424664', '2.17634927')","['Catedral de la Santa Creu i Santa Eulàlia', 'Carrer dels Comtes', 'el Gòtic', 'Ciutat Vella', 'Barcelona', 'Barcelonès', 'Barcelona', 'Catalunya', '08001', 'España']",Catalunya,Barcelona
18,28.96023609,-13.5515188,B,POINT (-13.5515188 28.96023609),"Calle Rio de Oro, Arrecife Centro, Arrecife, Las Palmas, Canarias, 35509, España","('28.96023609', '-13.5515188')","['Calle Rio de Oro', 'Arrecife Centro', 'Arrecife', 'Las Palmas', 'Canarias', '35509', 'España']",Canarias,Las Palmas
19,36.72034267,-4.41997511,B,POINT (-4.41997511 36.72034267),"Torre Norte, Calle Molina Lario, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España","('36.72034267', '-4.41997511')","['Torre Norte', 'Calle Molina Lario', 'Centro Histórico', 'Centro', 'Málaga', 'Málaga-Costa del Sol', 'Málaga', 'Andalucía', '29008', 'España']",Andalucía,Málaga
20,37.40901404,-4.48451348,B,POINT (-4.48451348 37.40901404),"Iglesia de San Mateo, Plaza de San Miguel, Zona 2 (Centro y San Francisco), Lucena, Córdoba, Andalucía, 14900, España","('37.40901404', '-4.48451348')","['Iglesia de San Mateo', 'Plaza de San Miguel', 'Zona 2 (Centro y San Francisco)', 'Lucena', 'Córdoba', 'Andalucía', '14900', 'España']",Andalucía,Córdoba
21,40.40841191,-3.68760088,B,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
22,39.26755792,-2.60714311,B,POINT (-2.60714311 39.26755792),"Villarrobledo, Albacete, Castilla-La Mancha, 02600, España","('39.26755792', '-2.60714311')","['Villarrobledo', 'Albacete', 'Castilla-La Mancha', '02600', 'España']",Castilla-La Mancha,Albacete
23,37.38620512,-5.99251368,B,POINT (-5.99251368 37.38620512),"La Giralda, Plaza Virgen de los Reyes, Santa Cruz, Casco Antiguo, Sevilla, Andalucía, 41004, España","('37.38620512', '-5.99251368')","['La Giralda', 'Plaza Virgen de los Reyes', 'Santa Cruz', 'Casco Antiguo', 'Sevilla', 'Andalucía', '41004', 'España']",Andalucía,Sevilla
24,40.28221895,-3.79085287,B,POINT (-3.79085287 40.28221895),"Parroquia de San Esteban Protomártir, Calle de la Constitución, El Pinar, Centro - El Arroyo - La Fuente, Fuenlabrada, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28944, España","('40.28221895', '-3.79085287')","['Parroquia de San Esteban Protomártir', 'Calle de la Constitución', 'El Pinar', 'Centro - El Arroyo - La Fuente', 'Fuenlabrada', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28944', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
25,41.41481133,1.92914739,B,POINT (1.92914739 41.41481133),"Carrer d'Ibèrica, el Bon Repòs A, Corbera de Llobregat, Baix Llobregat, Barcelona, Catalunya, 08757, España","('41.41481133', '1.92914739')","[""Carrer d'Ibèrica"", 'el Bon Repòs A', 'Corbera de Llobregat', 'Baix Llobregat', 'Barcelona', 'Catalunya', '08757', 'España']",Catalunya,Barcelona
26,38.03712706,-4.05408787,B,POINT (-4.05408787 38.03712706),"Iglesia de San Miguel, 3, Plaza de España, Barriada Virgen de la Cabeza, Andújar, Jaén, Andalucía, 23740, España","('38.03712706', '-4.05408787')","['Iglesia de San Miguel', '3', 'Plaza de España', 'Barriada Virgen de la Cabeza', 'Andújar', 'Jaén', 'Andalucía', '23740', 'España']",Andalucía,Jaén
27,40.32355537,-3.8648888,B,POINT (-3.8648888 40.32355537),"Parroquia de Nuestra Señora de la Asunción, Calle del sitio de Zaragoza, Parque Vosa, Móstoles, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28931, España","('40.32355537', '-3.8648888')","['Parroquia de Nuestra Señora de la Asunción', 'Calle del sitio de Zaragoza', 'Parque Vosa', 'Móstoles', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28931', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
28,38.40441177,-1.04195399,B,POINT (-1.04195399 38.40441177),"Calle Casas de Costa, el Pinós / Pinoso, el Vinalopó Mitjà / El Vinalopó Medio, Alacant / Alicante, Comunitat Valenciana, 03650, España","('38.40441177', '-1.04195399')","['Calle Casas de Costa', 'el Pinós / Pinoso', 'el Vinalopó Mitjà / El Vinalopó Medio', 'Alacant / Alicante', 'Comunitat Valenciana', '03650', 'España']",Comunitat Valenciana,Alacant / Alicante
29,40.40841191,-3.68760088,B,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
30,38.99588053,-1.85574745,B,POINT (-1.85574745 38.99588053),"3, Calle Martínez Villena, Villacerrada-Centro, Albacete, Castilla-La Mancha, 02001, España","('38.99588053', '-1.85574745')","['3', 'Calle Martínez Villena', 'Villacerrada-Centro', 'Albacete', 'Castilla-La Mancha', '02001', 'España']",Castilla-La Mancha,Albacete
31,41.69957944,2.84739507,B,POINT (2.84739507 41.69957944),"Sant Romà, Plaça de l'Esglèsia, Lloret de Mar, Selva, Girona, Catalunya, 17310, España","('41.69957944', '2.84739507')","['Sant Romà', ""Plaça de l'Esglèsia"", 'Lloret de Mar', 'Selva', 'Girona', 'Catalunya', '17310', 'España']",Catalunya,Girona
32,37.38620512,-5.99251368,B,POINT (-5.99251368 37.38620512),"La Giralda, Plaza Virgen de los Reyes, Santa Cruz, Casco Antiguo, Sevilla, Andalucía, 41004, España","('37.38620512', '-5.99251368')","['La Giralda', 'Plaza Virgen de los Reyes', 'Santa Cruz', 'Casco Antiguo', 'Sevilla', 'Andalucía', '41004', 'España']",Andalucía,Sevilla
33,40.03340145,-3.60279693,B,POINT (-3.60279693 40.03340145),"61, Calle de San Antonio, Casco Antiguo, Aranjuez, Las Vegas, Comunidad de Madrid, 28300, España","('40.03340145', '-3.60279693')","['61', 'Calle de San Antonio', 'Casco Antiguo', 'Aranjuez', 'Las Vegas', 'Comunidad de Madrid', '28300', 'España']",Comunidad de Madrid,Las Vegas
34,37.17935222,-5.78089198,B,POINT (-5.78089198 37.17935222),"Iglesia de Santa María de La mesa, Porche de Santa Maria, Barriada Los Salesianos, Utrera, Sevilla, Andalucía, 41710, España","('37.17935222', '-5.78089198')","['Iglesia de Santa María de La mesa', 'Porche de Santa Maria', 'Barriada Los Salesianos', 'Utrera', 'Sevilla', 'Andalucía', '41710', 'España']",Andalucía,Sevilla
35,37.70323501,-5.10411463,B,POINT (-5.10411463 37.70323501),"Iglesia de la Purísima Concepción, Plaza Real, Fuente Palmera, Córdoba, Andalucía, 14120, España","('37.70323501', '-5.10411463')","['Iglesia de la Purísima Concepción', 'Plaza Real', 'Fuente Palmera', 'Córdoba', 'Andalucía', '14120', 'España']",Andalucía,Córdoba
36,39.47316762,-6.37121092,B,POINT (-6.37121092 39.47316762),"Callejón de la Monja, Ciudad Monumental, Cáceres, Extremadura, 10003, Cáceres","('39.47316762', '-6.37121092')","['Callejón de la Monja', 'Ciudad Monumental', 'Cáceres', 'Extremadura', '10003', 'Cáceres']",Extremadura,Cáceres
37,27.9942018,-15.41666551,B,POINT (-15.41666551 27.9942018),"Calle Gago Coutinho, La Rocha, San José de las Longueras, Telde, Las Palmas, Canarias, 35200, España","('27.9942018', '-15.41666551')","['Calle Gago Coutinho', 'La Rocha', 'San José de las Longueras', 'Telde', 'Las Palmas', 'Canarias', '35200', 'España']",Canarias,Las Palmas
38,39.43708486,-0.46496185,B,POINT (-0.46496185 39.43708486),"Tejidos Mora, 8, Carrer del Doctor Gómez Ferrer, Torrent, València / Valencia, Comunitat Valenciana, 46900, España","('39.43708486', '-0.46496185')","['Tejidos Mora', '8', 'Carrer del Doctor Gómez Ferrer', 'Torrent', 'València / Valencia', 'Comunitat Valenciana', '46900', 'España']",Comunitat Valenciana,València / Valencia
39,28.95322984,-13.65011477,B,POINT (-13.65011477 28.95322984),"Jose Negrin, Tías, Las Palmas, Canarias, 35572, España","('28.95322984', '-13.65011477')","['Jose Negrin', 'Tías', 'Las Palmas', 'Canarias', '35572', 'España']",Canarias,Las Palmas
40,42.85058789,-2.67275685,B,POINT (-2.67275685 42.85058789),"Catedral de Santa María / Santa Maria katedrala, Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez, Alde Zaharra/Casco Viejo, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01001, España","('42.85058789', '-2.67275685')","['Catedral de Santa María / Santa Maria katedrala', 'Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez', 'Alde Zaharra/Casco Viejo', 'Vitoria-Gasteiz', 'Gasteizko kuadrilla/Cuadrilla de Vitoria', 'Araba/Álava', 'Euskadi', '01001', 'España']",Euskadi,Araba/Álava
41,28.46285408,-16.24720629,B,POINT (-16.24720629 28.46285408),"Vía de Servicio Los Llanos, El Cabo, Salud-La Salle, Santa Cruz de Tenerife, Canarias, 38003, España","('28.46285408', '-16.24720629')","['Vía de Servicio Los Llanos', 'El Cabo', 'Salud-La Salle', 'Santa Cruz de Tenerife', 'Canarias', '38003', 'España']",Canarias,Santa Cruz de Tenerife
42,36.50963847,-4.88406637,B,POINT (-4.88406637 36.50963847),"Parroquia Nuestra Señora de La Encarnación, Plaza de la Iglesia, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29601, España","('36.50963847', '-4.88406637')","['Parroquia Nuestra Señora de La Encarnación', 'Plaza de la Iglesia', 'Casco antiguo', 'Marbella', 'Costa del Sol Occidental', 'Málaga', 'Andalucía', '29601', 'España']",Andalucía,Málaga
43,42.85058789,-2.67275685,B,POINT (-2.67275685 42.85058789),"Catedral de Santa María / Santa Maria katedrala, Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez, Alde Zaharra/Casco Viejo, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01001, España","('42.85058789', '-2.67275685')","['Catedral de Santa María / Santa Maria katedrala', 'Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez', 'Alde Zaharra/Casco Viejo', 'Vitoria-Gasteiz', 'Gasteizko kuadrilla/Cuadrilla de Vitoria', 'Araba/Álava', 'Euskadi', '01001', 'España']",Euskadi,Araba/Álava
44,38.82288129,-0.60649062,B,POINT (-0.60649062 38.82288129),"Carrer Delme, Ontinyent, la Vall d'Albaida, València / Valencia, Comunitat Valenciana, 46870, España","('38.82288129', '-0.60649062')","['Carrer Delme', 'Ontinyent', ""la Vall d'Albaida"", 'València / Valencia', 'Comunitat Valenciana', '46870', 'España']",Comunitat Valenciana,València / Valencia
45,40.35156977,-3.82849494,B,POINT (-3.82849494 40.35156977),"La Tabernita, Plaza el Tejar, Torres Bellas, Casco antiguo, Alcorcón, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28291, España","('40.35156977', '-3.82849494')","['La Tabernita', 'Plaza el Tejar', 'Torres Bellas', 'Casco antiguo', 'Alcorcón', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28291', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
46,41.38424664,2.17634927,B,POINT (2.17634927 41.38424664),"Catedral de la Santa Creu i Santa Eulàlia, Carrer dels Comtes, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","('41.38424664', '2.17634927')","['Catedral de la Santa Creu i Santa Eulàlia', 'Carrer dels Comtes', 'el Gòtic', 'Ciutat Vella', 'Barcelona', 'Barcelonès', 'Barcelona', 'Catalunya', '08001', 'España']",Catalunya,Barcelona
47,28.60953732,-13.92631762,B,POINT (-13.92631762 28.60953732),"Calle los Coroneles, La Oliva, Las Palmas, Canarias, España","('28.60953732', '-13.92631762')","['Calle los Coroneles', 'La Oliva', 'Las Palmas', 'Canarias', 'España']",Las Palmas,La Oliva
48,42.85058789,-2.67275685,B,POINT (-2.67275685 42.85058789),"Catedral de Santa María / Santa Maria katedrala, Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez, Alde Zaharra/Casco Viejo, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01001, España","('42.85058789', '-2.67275685')","['Catedral de Santa María / Santa Maria katedrala', 'Frai Zacarias Martinez kalea/Calle Fray Zacarías Martínez', 'Alde Zaharra/Casco Viejo', 'Vitoria-Gasteiz', 'Gasteizko kuadrilla/Cuadrilla de Vitoria', 'Araba/Álava', 'Euskadi', '01001', 'España']",Euskadi,Araba/Álava
49,28.49756179,-13.85922764,B,POINT (-13.85922764 28.49756179),"Avenida de los Reyes de Espana, Barriada del Rosario, El Charco, Puerto del Rosario, Las Palmas, Canarias, España","('28.49756179', '-13.85922764')","['Avenida de los Reyes de Espana', 'Barriada del Rosario', 'El Charco', 'Puerto del Rosario', 'Las Palmas', 'Canarias', 'España']",Las Palmas,Puerto del Rosario
50,36.77576137,-2.81490838,B,POINT (-2.81490838 36.77576137),"Colegio Privado ""Divina Infantita"", Calle Divina Infantita, El Ejido, Almería, Andalucía, 04700, España","('36.77576137', '-2.81490838')","['Colegio Privado ""Divina Infantita""', 'Calle Divina Infantita', 'El Ejido', 'Almería', 'Andalucía', '04700', 'España']",Andalucía,Almería
51,39.3581245,-0.60318184,B,POINT (-0.60318184 39.3581245),"Iglesia Parroquial de la Asunción, Carrer les Germanies, Montserrat, la Ribera Alta, València / Valencia, Comunitat Valenciana, 46192, España","('39.3581245', '-0.60318184')","['Iglesia Parroquial de la Asunción', 'Carrer les Germanies', 'Montserrat', 'la Ribera Alta', 'València / Valencia', 'Comunitat Valenciana', '46192', 'España']",Comunitat Valenciana,València / Valencia
52,40.41889048,0.42396296,B,POINT (0.42396296 40.41889048),"4, Carrer Major, Benicarló, el Baix Maestrat, Castelló / Castellón, Comunitat Valenciana, 12580, España","('40.41889048', '0.42396296')","['4', 'Carrer Major', 'Benicarló', 'el Baix Maestrat', 'Castelló / Castellón', 'Comunitat Valenciana', '12580', 'España']",Comunitat Valenciana,Castelló / Castellón
53,39.47083761,-0.91525006,B,POINT (-0.91525006 39.47083761),"Calle Miguel Crespo, Siete Aguas, La Hoya de Buñol, València / Valencia, Comunitat Valenciana, 46392, España","('39.47083761', '-0.91525006')","['Calle Miguel Crespo', 'Siete Aguas', 'La Hoya de Buñol', 'València / Valencia', 'Comunitat Valenciana', '46392', 'España']",Comunitat Valenciana,València / Valencia
54,40.40841191,-3.68760088,B,POINT (-3.68760088 40.40841191),"Edificio Villanueva, Calle de Alfonso XII, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","('40.40841191', '-3.68760088')","['Edificio Villanueva', 'Calle de Alfonso XII', 'Jerónimos', 'Retiro', 'Madrid', 'Área metropolitana de Madrid y Corredor del Henares', 'Comunidad de Madrid', '28014', 'España']",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del Henares
55,41.65645655,-0.87928652,B,POINT (-0.87928652 41.65645655),"8, Plaza de Nuestra Señora del Pilar, Casco Antiguo, Zaragoza, Aragón, 50003, España","('41.65645655', '-0.87928652')","['8', 'Plaza de Nuestra Señora del Pilar', 'Casco Antiguo', 'Zaragoza', 'Aragón', '50003', 'España']",Aragón,Zaragoza
56,28.48748934,-16.31466014,B,POINT (-16.31466014 28.48748934),"Conjunto Histórico de la Ciudad de San Cristóbal de La Laguna, Plaza del Doctor Olivera, San Honorato, San Cristóbal de La Laguna, Santa Cruz de Tenerife, Canarias, 38203, España","('28.48748934', '-16.31466014')","['Conjunto Histórico de la Ciudad de San Cristóbal de La Laguna', 'Plaza del Doctor Olivera', 'San Honorato', 'San Cristóbal de La Laguna', 'Santa Cruz de Tenerife', 'Canarias', '38203', 'España']",Canarias,Santa Cruz de Tenerife
57,39.88752218,4.26546555,B,POINT (4.26546555 39.88752218),"Ca n'Oliver, Carrer d'Anuncivay, Maó, Menorca, Illes Balears, 07701, España","('39.88752218', '4.26546555')","[""Ca n'Oliver"", ""Carrer d'Anuncivay"", 'Maó', 'Menorca', 'Illes Balears', '07701', 'España']",Illes Balears,Menorca
58,28.32398299,-14.04768321,B,POINT (-14.04768321 28.32398299),"Calle La Fuenita, Tuineje, Las Palmas, Canarias, España","('28.32398299', '-14.04768321')","['Calle La Fuenita', 'Tuineje', 'Las Palmas', 'Canarias', 'España']",Las Palmas,Tuineje
59,37.87954225,-4.78032455,B,POINT (-4.78032455 37.87954225),"Mezquita-Catedral de Córdoba, 1, Calle del Cardenal Herrero, El Salvador y La Compañía, Santiago, Distrito Centro, Córdoba, Andalucía, 14003, España","('37.87954225', '-4.78032455')","['Mezquita-Catedral de Córdoba', '1', 'Calle del Cardenal Herrero', 'El Salvador y La Compañía', 'Santiago', 'Distrito Centro', 'Córdoba', 'Andalucía', '14003', 'España']",Andalucía,Córdoba
60,43.11025393,-9.034413903,B,POINT (-9.034413903 43.11025393),"Casa do Concello, Rúa Rosalía de Castro, Tras do Muíño, Vilar, Vimianzo, Terra de Soneira, Galicia, 15129, España","('43.11025393', '-9.034413903')","['Casa do Concello', 'Rúa Rosalía de Castro', 'Tras do Muíño', 'Vilar', 'Vimianzo', 'Terra de Soneira', 'Galicia', '15129', 'España']",Galicia,Terra de Soneira
61,39.50273688,-0.44257379,B,POINT (-0.44257379 39.50273688),"Calle Teniente Alfonso, Alborgí, Lloma Llarga, Paterna, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46988, España","('39.50273688', '-0.44257379')","['Calle Teniente Alfonso', 'Alborgí', 'Lloma Llarga', 'Paterna', ""l'Horta Oest"", 'València / Valencia', 'Comunitat Valenciana', '46988', 'España']",Comunitat Valenciana,València / Valencia
62,37.84139859,-3.35042356,B,POINT (-3.35042356 37.84139859),"Avenida de Andalucía, Jódar, Jaén, Andalucía, 23500, España","('37.84139859', '-3.35042356')","['Avenida de Andalucía', 'Jódar', 'Jaén', 'Andalucía', '23500', 'España']",Andalucía,Jaén
63,37.84139859,-3.35042356,B,POINT (-3.35042356 37.84139859),"Avenida de Andalucía, Jódar, Jaén, Andalucía, 23500, España","('37.84139859', '-3.35042356')","['Avenida de Andalucía', 'Jódar', 'Jaén', 'Andalucía', '23500', 'España']",Andalucía,Jaén
64,36.60012378,-6.22915634,B,POINT (-6.22915634 36.60012378),"Calle Postigo, El Puerto de Santa María, Bahía de Cádiz, Cádiz, Andalucía, 11500, España","('36.60012378', '-6.22915634')","['Calle Postigo', 'El Puerto de Santa María', 'Bahía de Cádiz', 'Cádiz', 'Andalucía', '11500', 'España']",Andalucía,Cádiz
65,38.04654496,-1.00168729,B,POINT (-1.00168729 38.04654496),"Parroquia de San Bartolomé;iglesia debeniel, RM-330, Beniel, Área Metropolitana de Murcia, Región de Murcia, 30130, España","('38.04654496', '-1.00168729')","['Parroquia de San Bartolomé;iglesia debeniel', 'RM-330', 'Beniel', 'Área Metropolitana de Murcia', 'Región de Murcia', '30130', 'España']",Región de Murcia,Área Metropolitana de Murcia
66,39.68008485,-0.2759603,B,POINT (-0.2759603 39.68008485),"Carrer de la Trinitat, Sagunt / Sagunto, el Camp de Morvedre, València / Valencia, Comunitat Valenciana, 46500, España","('39.68008485', '-0.2759603')","['Carrer de la Trinitat', 'Sagunt / Sagunto', 'el Camp de Morvedre', 'València / Valencia', 'Comunitat Valenciana', '46500', 'España']",Comunitat Valenciana,València / Valencia
67,40.67350607,-4.08669675,B,POINT (-4.08669675 40.67350607),"Centro Cultural La Torre, 1 D, Calle de la Torre, Urbanización Parque PYR, Guadarrama, Cuenca del Guadarrama, Comunidad de Madrid, 28440, España","('40.67350607', '-4.08669675')","['Centro Cultural La Torre', '1 D', 'Calle de la Torre', 'Urbanización Parque PYR', 'Guadarrama', 'Cuenca del Guadarrama', 'Comunidad de Madrid', '28440', 'España']",Comunidad de Madrid,Cuenca del Guadarrama
